tradeDate,spotPrice,stockPrice,expirDate,dte,strike,delta,gamma,vega,theta,rho,callValue,callBidPrice,callAskPrice,callOpenInterest,callVolume,putValue,putBidPrice,putAskPrice,putOpenInterest,putVolume
2020-06-12,235.14,235.14,2020-09-18,99,293.0,0.0282014782127546,0.0024312317757742,0.0791849647998896,-0.008674972225834,0.016502714833685,0.2788506108157461,0.24,0.28,381,0,58.41415366122565,58.21,58.77,0,0
2024-11-19,503.04,503.04,2025-01-17,60,369.78,0.989839473776145,0.0003449050189867,0.0476796404931583,-0.0618403702263566,0.5845544867455041,136.5952809951532,136.35,136.74,1660,1,0.3534148029852519,0.36,0.37,5962,20
2024-02-27,437.56,437.56,2025-01-17,326,539.78,0.1645865441423813,0.0036225747803292,1.02029933417635,-0.0354807564852633,0.5912824267931133,5.220230909513396,5.13,5.34,157,3,102.21999999999991,101.94,102.49,0,0
2024-02-22,438.58,438.58,2025-01-17,331,469.78,0.4737468171753539,0.0053317597712132,1.6275034423924497,-0.0693541028925784,1.6532017663295582,24.981524513545256,24.82,25.15,622,1,40.44229032568564,40.14,40.73,37,1
2022-06-13,275.62,275.62,2023-06-16,369,305.0,0.4461573525925194,0.0049754060674261,1.0911830366215145,-0.0484492927893406,1.0109622941599554,23.29824174585912,22.9,23.59,2770,13,46.74880019505747,45.93,47.58,5963,7
2020-05-15,222.32,222.32,2020-07-17,64,325.0,3.0877313038882515e-06,7.5936606127128e-07,1.5536862328751572e-05,-2.1422123228269773e-06,1.149092383188684e-06,1.1960492175141765e-05,0.0,0.01,0,0,103.09463324289436,102.72,103.38,1,0
2022-11-09,263.77,263.77,2022-11-25,17,262.5,0.5508085212162414,0.0225982945837724,0.219144988964244,-0.2307001584680706,0.0602805250384969,7.926499610714449,7.9,7.95,234,108,6.288170882431384,6.27,6.31,498,213
2023-05-15,326.5,326.5,2023-06-16,33,284.0,0.956484162548122,0.0032660048247756,0.0844692173472926,-0.081106865279631,0.2349510691434522,44.42180680610042,44.33,44.52,449,37,0.5101648640043035,0.5,0.52,3484,72
2022-12-15,276.32,276.32,2022-12-15,1,275.0,0.9109757740844192,0.1553780907629322,0.0054149350911768,-3.000249036878833,0.0003428565334073,1.435555793880949,1.43,1.53,224,8559,0.0408610199326028,0.03,0.05,3967,84325
2025-03-27,483.41,483.41,2027-01-15,660,345.0,0.8835869165589031,0.0009959781030182,1.229362940357053,-0.0479911645992885,4.6566234536626965,169.88127379781898,168.0,171.77,2,0,10.30765675801981,9.69,10.94,144,0
2020-10-02,275.51,275.51,2020-11-20,50,140.0,0.9999999999999996,1.5361568779864534e-16,1e-05,2.9406658547429066e-14,0.0,135.51000000000013,135.11,135.91,0,0,0.0898749121456305,0.07,0.09,796,0
2023-11-15,385.77,385.77,2024-03-28,135,297.0,0.9462150629110484,0.0015050893730753,0.2456173173915186,-0.0601924463593598,0.9902915811188232,94.95621779426006,94.81,95.1,3,0,1.3390474078613512,1.31,1.37,152,0
2022-02-22,339.02,339.02,2022-09-16,207,348.0,0.4883306344136403,0.0059232124106488,1.0103523898560036,-0.0658285495443759,0.7910920573484178,23.482204649286864,23.32,23.62,1202,1,31.935503742263656,31.79,32.08,2248,5
2020-11-04,286.64,286.64,2021-01-15,73,276.0,0.6315233177003603,0.0095870224166988,0.4827197430014515,-0.1013056937872577,0.2709426138042931,21.15944074615217,21.01,21.28,1079,73,10.799936823163051,10.76,10.83,1179,82
2023-03-30,315.5,315.5,2023-06-16,79,329.0,0.3984682115891742,0.0120811946159581,0.5550683988351085,-0.0957370001579712,0.2502979828387477,8.325989011863228,8.31,8.34,766,343,18.93935820348072,18.91,18.96,106,85
2020-02-26,216.76,216.76,2020-09-30,218,223.0,0.4642380931550918,0.0115803525308693,0.6646514272002004,-0.0322038452881337,0.5312282189997037,11.152615911276117,11.18,11.39,23,10,16.81242335253245,16.81,17.07,24,40
2021-12-08,398.83,398.83,2021-12-17,10,350.0,0.9816863533775632,0.0018254226747179,0.0279458174219686,-0.0604951918290237,0.043087895940096,48.9815346419361,48.69,49.09,36280,8,0.2140120127369448,0.21,0.22,55667,4501
2024-02-20,426.64,426.64,2024-03-15,25,419.0,0.684187138596541,0.0172686652350947,0.392671235078496,-0.2004335814422291,0.1827149228412208,13.97196997036689,13.9,13.98,0,31,4.734568461155041,4.71,4.75,0,217
2021-12-08,398.83,398.83,2021-12-31,24,354.0,0.9283799012136424,0.0043061399135423,0.1286620709015897,-0.0897336574373847,0.1158045748474068,45.49292782294656,45.31,45.67,821,1,1.0395859753734888,1.03,1.05,466,6
2022-09-27,274.14,274.14,2022-09-30,4,345.0,2.857320577723748e-13,2.194968510371881e-13,1.0000000390695064e-05,-3.06075201514003e-12,6.428753365300271e-15,3.6670870093811093e-13,0.0,0.01,14936,5,70.86000000000001,70.79,71.03,4,1
2022-02-01,365.24,365.24,2023-01-20,354,515.0,0.0422815617333755,0.0013118607334278,0.3151238967107488,-0.0088879755669585,0.1385838599450229,1.1266788753743926,0.99,1.24,15376,2,150.02038562573995,149.59,151.41,100,100
2021-07-27,363.43,363.43,2021-11-19,116,396.0,0.2031475072061273,0.0079186960822109,0.5893405019699132,-0.0436581462968673,0.2070899523237367,3.904883067409342,3.88,3.94,227,0,36.7353849220789,36.63,36.85,0,0
2025-08-07,567.93,567.93,2025-08-13,7,605.0,0.0001558441384216,5.9990481227943074e-05,0.0004257959661098,-0.0003842177046408,1.450966657884024e-05,0.0286063834034237,0.02,0.03,238,69,37.06999999999988,35.9,38.95,0,0
2022-08-04,323.59,323.59,2022-12-16,135,92.0,0.9981063506591714,1.348335053055632e-06,0.0002154274751814,-0.0028290330369465,0.3299942777758728,231.9689508014196,231.53,231.9,50,7,0.047825267692433,0.04,0.05,5791,152
2023-01-05,262.03,262.03,2023-01-09,5,239.0,0.9993267158410074,0.0002391513092611,0.0004999491735446,-0.0180069108800266,0.0262286932514143,23.096623361744204,23.02,23.18,2,1,0.0162479187414714,0.01,0.02,103,1
2020-02-19,236.96,236.96,2020-06-30,133,249.0,0.3073936000159782,0.0170943329359576,0.5068150453804832,-0.0286046196892676,0.2492910640978359,3.8879318336848256,3.95,4.01,9,0,15.40355208437146,15.42,15.57,0,0
2022-11-23,288.35,288.35,2024-12-20,759,145.0,0.9425069406842131,0.000607185414161,0.4023025429877219,-0.0203597696957971,2.381554223306498,157.2624868423851,155.31,158.96,0,0,4.176796231987407,3.8,4.53,351,1
2022-04-11,341.08,341.08,2023-12-15,614,350.0,0.5723230604331335,0.0034439585521193,1.72391026070352,-0.0440508201072806,2.504789752615193,47.1194072113987,46.82,47.43,1073,1,45.54604299793723,45.25,45.85,5092,7
2020-09-15,278.07,278.07,2020-12-18,95,333.0,0.1025123981777423,0.0047331740698075,0.2457663203769644,-0.0357048132297481,0.0659866414082117,1.6648784120580222,1.63,1.7,219,0,56.87692992758463,56.72,57.04,0,0
2020-08-31,296.4,296.4,2020-11-20,82,221.0,0.9125370227679556,0.0023130349671606,0.2180319858014504,-0.064208581102662,0.2864277978311431,77.99556881178557,77.86,78.12,22,0,3.0523183544165597,3.03,3.07,484,0
2024-09-04,461.19,461.19,2024-12-20,108,204.78,0.998104875252669,8.50129475557484e-06,0.002611010591026,-0.0244601800803893,0.5903949083483208,259.5488829914298,259.19,259.6,2,0,0.22,0.24,0.25,16427,959
2025-07-03,556.5,556.5,2027-06-17,715,730.0,0.2627696328962228,0.002347156971178,2.6505162188008726,-0.0464700539339917,2.474419719991646,18.69517484075376,18.01,19.39,114,0,173.49999999999991,171.0,176.0,0,0
2020-01-03,214.56,214.56,2022-01-21,750,290.0,0.0881987768421267,0.003808732637141,0.4893288492424229,-0.0049109689490043,0.3555935701231258,1.593329406500816,1.2,2.2,824,5,75.44000000000003,73.0,78.0,0,0
2022-09-15,291.59,291.59,2022-09-21,7,319.0,0.0182538925790688,0.0035416177207439,0.0177704888679161,-0.0458737519249897,0.0008303384965976,0.0844558725156152,0.08,0.09,668,4,27.938594378789883,27.79,28.1,271,1
2024-08-01,458.44,458.44,2025-06-20,324,419.78,0.7518459136446063,0.0031034367163269,1.3747140686601351,-0.0823160356648796,2.4186351119227325,71.77747158116958,71.39,72.2,899,1,17.407743495454152,17.17,17.7,674,0
2021-02-08,332.8,332.8,2021-09-17,222,313.0,0.6462001969410462,0.0049857653997046,0.9663221115495396,-0.0612707649040049,0.9090388900796836,39.58300377832352,39.38,39.78,27,0,20.463100256008254,20.41,20.52,209,0
2025-08-13,579.65,579.65,2025-08-29,17,578.0,0.5732746265960594,0.022046783870817,0.4781492906591636,-0.268021365814883,0.1419256398565311,8.89003440505514,8.82,8.97,746,111,5.982134243870747,5.96,6.01,343,402
2023-04-26,311.78,311.78,2023-09-15,143,338.0,0.33175817003369,0.0092602483412675,0.7033171314232721,-0.0625631745271666,0.3710455081326222,7.807096527880823,7.78,7.82,451,17,29.50250907871677,29.38,29.63,294,0
2021-09-23,373.35,373.35,2021-09-30,8,210.0,1.0,-3.821617803229436e-15,9.999981522752886e-06,-0.0002876684981031,0.0403294664389861,163.3520164824227,163.26,163.44,211,0,0.0,0.0,0.01,744,0
2020-08-24,283.15,283.15,2020-09-18,26,211.0,0.9869064260581042,0.0008677139165988,0.0252194674670743,-0.0266471971807087,0.1418991907810691,72.35017404184659,72.15,72.59,1234,17,0.2194001907471411,0.21,0.22,1839,7
2025-01-28,522.47,522.47,2025-09-30,246,471.0,0.7769006363160191,0.002892826737177,1.2488433150285243,-0.0983140373303466,2.19675533641566,78.15180717480247,77.87,78.44,47,0,14.11644792698015,13.94,14.3,26,0
2025-07-11,554.67,554.67,2025-09-30,82,492.0,0.8812615528097318,0.0031307989467849,0.5196236903708183,-0.1204506811935039,0.928091008143789,71.34192177974482,71.01,71.67,224,0,4.449308599680607,4.43,4.47,287,0
2023-08-08,372.18,372.18,2025-01-17,529,540.0,0.0869152917642688,0.0020541619428372,0.7849633391679547,-0.0155358943920455,0.4265012681109904,2.6441995568640166,2.4,2.88,5,1,167.8200000000002,165.82,169.56,0,0
2020-06-12,235.14,235.14,2021-09-17,463,254.0,0.4371427881703555,0.0059685372881096,1.0412130359634864,-0.0269023001453331,0.948603119820904,18.39799707260532,17.92,19.14,1,0,38.17752226980773,37.57,39.01,0,0
2023-08-22,362.89,362.89,2023-08-24,3,313.0,0.999999999985112,1.154385031603216e-11,1.00000274709369e-05,-0.0891407445040969,0.0172241894145818,50.06919842093777,50.0,50.15,0,1,1.9029801830504573e-11,0.01,0.02,0,0
2022-08-30,300.97,300.97,2022-09-06,8,309.0,0.2300183581339305,0.0296097234579115,0.1290971509322527,-0.2286498966426173,0.0130345048450786,1.3610072733844385,1.35,1.38,392,2567,9.254201599299773,9.21,9.29,3758,2787
2022-01-13,378.7692,378.7692,2022-01-19,7,330.0,0.99928846594952,0.0002188658865945,0.0011129036288203,-0.0029572481771934,0.00835834487337,48.77071303420215,48.5,49.0,0,25,0.064285299831412,0.04,0.07,47,1
2025-02-03,518.77,518.77,2025-12-31,332,630.0,0.1786142685262305,0.0032051954981234,1.2775941173310388,-0.0419564584254675,0.7732358614776134,7.479927972130172,7.34,7.61,225,4,111.22999999999996,109.59,113.08,0,0
2024-11-29,509.78,509.78,2025-03-21,113,720.0,5.297680119395551e-05,4.929944309678304e-06,0.0006416487134229,-4.550962488343031e-05,8.129110077598714e-05,0.0294258304213182,0.02,0.03,515,0,210.2200000000001,209.99,210.48,0,0
2021-05-25,332.76,332.76,2021-06-11,18,304.0,0.9219591486675406,0.0067178661686219,0.1104862450790773,-0.0945694124407217,0.1291912580597487,29.443357323733945,29.38,29.49,0,0,0.6746713988815543,0.66,0.68,320,16
2022-08-11,323.52,323.52,2022-08-31,21,364.0,0.014795492082574,0.0021684177023758,0.0266082126086762,-0.0163924281937873,0.0025750111230912,0.0944102804811487,0.09,0.1,1,0,40.48000000000002,40.33,40.6,0,0
2023-06-22,365.7,365.7,2025-01-17,576,240.0,0.9140747105975858,0.0009808649652665,0.6603960972800234,-0.0402888716909585,2.942311993403848,146.54208425667125,146.08,146.98,159,0,5.32714475140808,5.26,5.4,967,0
2020-08-11,265.7,265.7,2021-03-31,233,271.0,0.5040305632369363,0.0066281702836198,0.8443648223352114,-0.0501516622073974,0.6287809174128123,21.059812707288653,20.89,21.2,28,0,27.202637239609125,27.03,27.39,20,0
2023-08-25,364.71,364.71,2023-09-22,29,290.0,0.9982598493799284,4.024216041298384e-05,0.0010763874625412,-0.0250543020247769,0.2215196806133399,75.40347901463198,75.65,75.89,5,0,0.13,0.15,0.16,72,2
2022-04-29,314.83,314.83,2022-05-27,29,285.0,0.8101318052291768,0.0070398790676542,0.2299685293469477,-0.1933916273255527,0.1693899652669997,34.24340393234339,34.1,34.37,0,0,4.1829290446854825,4.16,4.21,718,53
2024-10-10,492.14,492.14,2024-12-20,72,219.78,0.9999791404920731,8.765811542553868e-07,0.0001747241059261,-0.0314191559895916,0.423446991062073,274.59964188997645,274.59,275.08,36,0,0.1265148223347959,0.12,0.13,7563,0
2025-08-22,571.79,571.79,2025-10-31,71,582.0,0.4527942948536382,0.0102962181401065,0.9958716923530436,-0.1358626771417757,0.4721708098004375,13.43386431511359,13.39,13.47,108,11,19.8559602305261,19.8,19.96,113,4
2021-02-25,313.43,313.43,2021-03-05,9,245.0,0.995980115062426,0.0003978447331122,0.0062527472197125,-0.0252893302996415,0.0534733116849524,68.49384452690285,68.21,68.9,7,0,0.1003868003484272,0.09,0.13,109,2
2024-10-15,489.86,489.86,2024-12-31,78,434.0,0.8646007101574622,0.0035315397553089,0.4962115820210655,-0.1298708229336963,0.7582756314379244,64.3550860052781,64.14,64.6,32,0,4.391751432669824,4.37,4.41,267,0
2021-01-06,308.03,308.03,2023-01-20,745,140.0,0.966512617130132,0.00057143826256,0.2967545905959002,-0.0056846778663273,1.127864305709035,169.42441154857025,167.5,172.5,6,1,3.552387780722878,2.87,4.2,91,5
2025-03-18,474.53,474.53,2025-08-15,151,480.0,0.5410196553684984,0.0059749977115357,1.206379950980316,-0.1130119984021854,0.9415338979022978,28.78643017920311,28.73,28.86,316,36,27.079163824390942,27.02,27.17,1092,18
2025-06-25,540.61,540.61,2025-07-03,9,590.0,0.000104750638801,3.234368962965883e-05,0.0003339204694296,-0.0003222924364573,1.235624756075336e-05,0.0198189240354614,0.01,0.02,754,1,49.39000000000016,47.8,51.27,0,0
2024-04-22,419.07,419.07,2024-05-03,12,419.0,0.530658893821505,0.0254182016047078,0.2895128148023446,-0.3250960732624443,0.0650467547620734,6.854258614063749,6.84,6.88,353,742,5.982645266244583,5.97,6.0,1139,329
2024-01-16,408.88,408.88,2024-01-19,4,385.78,0.9995997198780678,0.0001977444554276,0.0006120021091702,-0.1026448297478511,0.0317720807904111,23.404709782983318,23.32,23.55,2894,8,0.0559810990369008,0.05,0.06,8945,3223
2024-03-20,443.14,443.14,2024-04-02,14,448.0,0.37410941555355,0.0329863602452774,0.3135010927856818,-0.196663320694382,0.0580391892666189,2.9592400970076485,2.94,2.98,8,21,6.983259063971488,6.89,7.09,1,11
2025-06-30,551.57,551.57,2027-12-17,901,395.0,0.8726483856587227,0.00082263037051,1.7329611103514757,-0.0508002654936365,6.827791311515596,204.7940113519224,202.5,207.5,49,0,17.15142137479711,16.65,17.83,34,0
2020-07-09,261.9,261.9,2022-01-21,562,165.0,0.8938646431865851,0.0016413873997329,0.5672851309288663,-0.0160096345096711,1.299863016378879,102.52337760765776,100.0,105.0,20,0,7.221199125535832,5.89,8.41,48,0
2022-06-29,283.849,283.849,2022-07-18,20,298.0,0.2457837554933931,0.0167176574613985,0.2018130474240698,-0.1594811433838429,0.0349416847674691,2.6771090881226045,2.66,2.69,354,22,16.655540824277384,16.61,16.7,16,1
2021-05-24,333.08,333.08,2021-06-18,26,356.0,0.0653212355496673,0.0088122719076875,0.1090948149397248,-0.0369641065279735,0.0146282947073009,0.3752688931992725,0.37,0.38,3452,51,23.26540141211673,23.21,23.34,41,0
2020-02-24,222.56,222.56,2020-09-18,208,325.0,0.0004628616210566,6.562787255180922e-05,0.0030688824618569,-0.0001011315051088,0.0005670851702477,0.003001845896686,0.0,0.04,410,0,102.4400000000002,102.06,102.81,0,0
2023-09-21,358.87,358.87,2023-10-03,13,416.0,1.0696623423407134e-06,4.617165695818875e-07,1.3148419330216758e-05,-2.487375013090515e-06,1.2551819584220586e-07,2.394282107252052e-06,0.0,0.01,0,0,57.1300000000001,56.99,57.25,0,0
2023-05-12,324.74,324.74,2023-05-24,13,306.0,0.9559644340469184,0.0078978812822899,0.054897236258373,-0.0800528248883238,0.0957635221019769,19.54787719074429,19.45,19.61,0,0,0.3550152779887911,0.34,0.36,0,37
2020-03-03,211.11,211.11,2020-03-31,29,251.0,0.001192491823354,0.0003262173466813,0.0022355028275903,-0.0008434295653766,0.0001861612478381,0.0040258258924871,0.0,0.03,20,0,40.050403283311375,39.37,40.93,2,0
2023-06-02,354.69,354.69,2023-12-15,197,374.0,0.4463766243024465,0.0079492612068078,1.0372656106735765,-0.0681947015175742,0.7674147392571067,16.072075329398626,16.02,16.12,282,1,27.791946902901987,27.68,27.91,1,0
2020-10-16,289.83,289.83,2021-06-18,246,355.0,0.1928465240336586,0.0044869261337306,0.6591305097386838,-0.0337717577553026,0.3157158256610402,5.716430394759071,5.64,5.77,513,5,71.15656585010207,70.89,71.42,0,0
2022-06-27,292.76,292.76,2022-07-01,5,283.0,0.8042672442700658,0.0231696079236822,0.0837198933856803,-0.4278895443886369,0.0246402616042442,11.163160787988776,11.02,11.33,1026,328,1.3369760978905745,1.33,1.35,3125,1916
2021-03-15,317.77,317.77,2021-04-30,47,307.5,0.6437596900970852,0.0118822162737174,0.417596745787025,-0.1232063570189908,0.1958632048548764,18.169017021163604,18.09,18.26,0,0,8.30071133046715,8.28,8.33,7,54
2023-09-28,358.01,358.01,2023-10-04,7,333.0,0.9722575308571524,0.0045874509794645,0.0309157241286083,-0.1135131157261498,0.0531273538303363,25.40883842021405,25.29,25.46,0,0,0.1293286625896986,0.12,0.13,82,88
2021-03-09,312.3,312.3,2021-10-15,221,190.0,0.9502380572462074,0.0010326425623338,0.2496784556888327,-0.0214728555404985,0.5847315570050995,123.9502486178786,123.61,124.28,0,0,2.5363277742113333,2.39,2.67,0,0
2025-01-31,521.77,521.77,2025-02-11,12,453.0,0.996318140484717,0.0003887336806514,0.0092965364131564,-0.0328382424466297,0.1358614703475901,69.43394889239516,68.66,70.2,0,0,0.09,0.1,0.12,0,0
2020-07-24,255.14,255.14,2020-12-18,148,94.0,0.9999999999999992,-9.908229994922183e-17,1.279204110326676e-12,0.0,0.0,161.14000000000007,160.93,161.59,0,0,0.0343825081483217,0.26,0.27,222,0
2023-02-09,301.63,301.63,2023-12-15,310,505.0,0.0039742709135994,0.0002196118505248,0.0303523821106393,-0.0011396822607806,0.0096126582368899,0.0828837418633447,0.06,0.1,1297,0,203.3700000000001,201.4,206.0,0,0
2022-10-14,261.27,261.27,2022-11-25,43,282.5,0.2678354396858707,0.0114577499454794,0.2841635942175905,-0.1192972619254714,0.0754676548304052,4.398047087983525,4.38,4.42,104,10,24.747765998988104,24.7,24.8,35,2
2024-12-16,538.46,538.46,2024-12-31,16,625.0,5.3245322008528e-07,1.5889962088622836e-07,1.2903032992361787e-05,-1.4879128205734418e-06,1.1718857340196372e-07,1.727024848468286e-06,0.0,0.02,294,0,86.54000000000002,86.57,87.16,0,0
2022-10-21,275.59,275.59,2022-11-02,13,264.0,0.7602864472421018,0.0174286908510695,0.1569316198449448,-0.2445640614784875,0.0642004802438673,14.552963539318547,14.51,14.59,278,24,2.758045735737273,2.75,2.77,415,211
2020-06-03,237.07,237.07,2020-06-26,24,231.0,0.669354320078845,0.0255586779101465,0.2130963612081938,-0.1048881699798235,0.0738650734874719,9.029148697752854,9.19,9.26,770,126,3.308716550835104,3.49,3.52,1466,78
2024-04-19,413.57,413.57,2024-12-31,257,330.0,0.8833015119895014,0.0019505325721125,0.664319465792262,-0.0700323800451838,1.8604767321174227,100.29528528004523,99.54,101.15,3,0,6.10418995597096,5.98,6.23,143,3
2021-04-28,339.48,339.48,2021-07-16,80,210.0,0.9949449731551632,0.0003118160456194,0.021801912107979,-0.0050707712708785,0.1040626425767059,129.53414333101296,129.37,129.98,0,0,0.2824439033810914,0.27,0.3,44,0
2022-12-13,289.31,289.31,2022-12-30,18,495.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.01,104,0,205.68999999999983,205.81,206.08,0,0
2023-02-07,309.64,309.64,2023-07-21,165,395.0,0.0412417171032159,0.00226135984327,0.1796217617138025,-0.0118154610898888,0.0545383983878535,0.6337647919044884,0.59,0.68,0,0,85.35999999999997,85.19,85.57,0,0
2022-06-13,275.62,275.62,2023-12-15,551,345.0,0.3272032442954916,0.0041670737342059,1.1890398062678456,-0.0331935828747424,1.1193192247225074,16.475225035402428,16.01,16.94,210,23,76.70836130762368,75.53,77.87,270,1
2023-09-11,377.19,377.19,2024-01-19,131,377.0,0.5837983658712596,0.0093130514246623,0.8751835714669176,-0.08934741854269,0.7130077459279671,20.399653788262142,20.36,20.47,865,28,14.33245096282759,14.31,14.37,1028,21
2021-12-15,394.95,394.95,2023-01-20,402,475.0,0.2284524352529089,0.0035350855120163,1.2559077206743112,-0.0323518657315217,0.8426701497981461,10.19018145368566,9.7,10.67,750,3,89.7289240876024,88.12,91.37,6,1
2021-12-27,403.03,403.03,2022-01-14,19,372.0,0.9098614329503236,0.0065638818946534,0.1374304952170484,-0.1197424171737901,0.1650274699226709,32.1167905170777,31.96,32.28,219,2,0.9304037893292614,0.92,0.94,159,7
2024-04-01,444.56,444.56,2024-04-02,2,377.0,1.0,1.3777107666267362e-14,1.0000022473371064e-05,-0.0733787695863632,0.0104271359633103,67.63409931195551,67.55,67.71,2,2,0.0,0.0,0.01,1,0
2021-09-23,373.35,373.35,2021-10-25,33,378.0,0.400600520277903,0.0230769349245632,0.4307819064346855,-0.1020785672321253,0.1270532222790775,4.653427512831338,4.63,4.67,12,0,9.29184863707526,9.24,9.34,0,0
2023-01-20,282.17,282.17,2023-01-20,1,317.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.01,0,0,34.851876431328456,34.6,34.94,0,0
2023-01-26,292.38,292.38,2024-12-20,695,360.0,0.3487662102391606,0.0048409489208528,1.543996738743178,-0.0295101697558792,1.640060991641289,17.43217515087941,17.1,17.72,146,0,69.30769719084154,67.77,70.7,4,2
